Headline,Article Text,URL,Source,Publication Date
"ਅਨੋਖਾ ਰਿਕਾਰਡ! ਪਟਿਆਲਾ ਪਹੁੰਚਣ ਵਾਲੇ 5ਵੇਂ PM ਬਣੇ ਮੋਦੀ, ਜਾਣੋ ਇਸਤੋਂ ਪਹਿਲਾਂ ਕਿਸ-ਕਿਸ ਨੇ ਕੀਤਾ ਦੌਰਾ","Modi became 5th Indian PM to reach Patiala:ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਨਰਿੰਦਰ ਮੋਦੀ (PM Narendra Modi) ਨੇ ਵੀਰਵਾਰ ਨੂੰ ਪੰਜਾਬ ਦੇ ਪਟਿਆਲਾ 'ਚ ਲੋਕ ਸਭਾ ਚੋਣਾਂ 2024 (Lok Sabha Election 2024) ਦੇ ਮੱਦੇਨਜ਼ਰ ਭਾਜਪਾ (BJP) ਲਈ ਚੋਣ ਪ੍ਰਚਾਰ ਕੀਤਾ। ਇਸ ਦੌਰਾਨ ਜਿਵੇਂ ਹੀ ਉਹ ਪਟਿਆਲਾ ਲੋਕ ਸਭਾ ਹਲਕੇ ਦਾ ਦੌਰਾ ਕਰਨ ਪਹੁੰਚੇ ਤਾਂ ਉਨ੍ਹਾਂ ਦੇ ਨਾਂ ਇੱਕ ਅਨੋਖਾ ਰਿਕਾਰਡ ਜੁੜ ਗਿਆ। ਮੋਦੀ, ਪਟਿਆਲਾ (Patiala Lok Sabha) ਪਹੁੰਚਣ ਵਾਲੇ ਭਾਰਤ ਦੇ 5ਵੇਂ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਬਣ ਗਏ।ਇਸ ਤੋਂ ਪਹਿਲਾਂ ਸਾਬਕਾ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਪੰਡਿਤ ਜਵਾਹਰ ਲਾਲ ਨਹਿਰੂ, ਇੰਦਰਾ ਗਾਂਧੀ, ਰਾਜੀਵ ਗਾਂਧੀ ਅਤੇ ਅਟਲ ਬਿਹਾਰੀ ਵਾਜਪਾਈ ਨੇ ਆਪਣੇ ਕਾਰਜਕਾਲ ਦੌਰਾਨ ਵੱਖ-ਵੱਖ ਕਾਰਨਾਂ ਕਰਕੇ ਸ਼ਾਹੀ ਸ਼ਹਿਰ ਦਾ ਦੌਰਾ ਕੀਤਾ ਸੀ। ਇਨ੍ਹਾਂ ਵਿੱਚੋਂ ਤਿੰਨ ਸਾਬਕਾ ਪ੍ਰਧਾਨ ਮੰਤਰੀਆਂ ਵਿੱਚ ਪੰਡਿਤ ਜਵਾਹਰ ਲਾਲ ਨਹਿਰੂ, ਇੰਦਰਾ ਗਾਂਧੀ ਅਤੇ ਰਾਜੀਵ ਗਾਂਧੀ, ਇੰਡੀਅਨ ਨੈਸ਼ਨਲ ਕਾਂਗਰਸ ਤੋਂ ਸਨ, ਜੋ ਵਿਕਾਸ ਪ੍ਰੋਜੈਕਟਾਂ ਦਾ ਉਦਘਾਟਨ ਕਰਨ ਲਈ ਪਟਿਆਲਾ ਆਏ ਸਨ। ਜਦਕਿ ਦੋ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਅਟਲ ਬਿਹਾਰੀ ਵਾਜਪਾਈ ਅਤੇ ਨਰਿੰਦਰ ਮੋਦੀ, ਭਾਜਪਾ ਤੋਂ ਰਾਜਨੀਤਿਕ ਅਤੇ ਚੋਣ ਰੈਲੀਆਂ ਨੂੰ ਸੰਬੋਧਨ ਕਰਨ ਲਈ ਆਏ।ਪੰਡਿਤ ਜਵਾਹਰ ਲਾਲ ਨਹਿਰੂ, ਭਾਰਤ ਦੇ ਪਹਿਲੇ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਹਨ, ਜਿਨ੍ਹਾਂ ਨੇ 1950 ਅਤੇ 1960 ਦੇ ਦਹਾਕੇ ਦੌਰਾਨ ਕਈ ਪ੍ਰੋਜੈਕਟਾਂ ਦਾ ਉਦਘਾਟਨ ਕਰਨ ਲਈ ਪਟਿਆਲਾ ਦਾ ਦੌਰਾ ਕੀਤਾ, ਜਦੋਂ ਪਟਿਆਲਾ ਪੈਪਸੂ ਦੀ ਰਾਜਧਾਨੀ ਸੀ। ਇਸਤੋਂ ਇਲਾਵਾ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਇੰਦਰਾ ਗਾਂਧੀ ਨੇ 1982 ਵਿੱਚ ਕਪੂਰੀ ਪਿੰਡ ਵਿੱਚ ਸਤਲੁਜ ਯਮੁਨਾ ਲਿੰਕ (SYL) ਨਹਿਰ ਦਾ ਨੀਂਹ ਪੱਥਰ ਰੱਖਣ ਲਈ ਪਟਿਆਲਾ ਦਾ ਦੌਰਾ ਕੀਤਾ। ਕਾਂਗਰਸ ਦੇ ਹੀ ਰਾਜੀਵ ਗਾਂਧੀ ਨੇ ਨਵੰਬਰ 1985 ਵਿੱਚ ਸ਼ੀਸ਼ ਮਹਿਲ ਵਿਖੇ ਉੱਤਰੀ ਜ਼ੋਨ ਕਲਚਰਲ ਸੈਂਟਰ (NZCC) ਦੇ ਖੇਤਰੀ ਦਫ਼ਤਰ ਦਾ ਉਦਘਾਟਨ ਵੀ ਕੀਤਾ ਸੀ।ਭਾਜਪਾ ਦੇ ਸਾਬਕਾ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਮਰਹੂਮ ਅਟਲ ਬਿਹਾਰੀ ਵਾਜਪਾਈ ਨੇ 2004 ਵਿੱਚ ਸ਼੍ਰੋਮਣੀ ਅਕਾਲੀ ਦਲ (ਅਕਾਲੀ ਦਲ) ਅਤੇ ਭਾਜਪਾ ਗਠਜੋੜ ਦੇ ਸਾਂਝੇ ਉਮੀਦਵਾਰ ਕੈਪਟਨ ਕੰਵਲਜੀਤ ਸਿੰਘ ਦੇ ਸਮਰਥਨ ਵਿੱਚ ਇੱਕ ਚੋਣ ਰੈਲੀ ਨੂੰ ਸੰਬੋਧਨ ਕਰਨ ਲਈ ਪਟਿਆਲਾ ਦਾ ਦੌਰਾ ਕੀਤਾ ਸੀ। ਪੋਲੋ ਗਰਾਊਂਡ 'ਚ ਹੋਈ ਇਹ ਰੈਲੀ ਵਾਜਪਾਈ ਦੀ ਕਾਂਗਰਸ ਉਮੀਦਵਾਰ ਪ੍ਰਨੀਤ ਕੌਰ ਦੇ ਖਿਲਾਫ ਪ੍ਰਚਾਰ ਦਾ ਹਿੱਸਾ ਸੀ। ਹਾਲਾਂਕਿ ਸਮਰਥਨ ਦੇ ਬਾਵਜੂਦ ਕੈਪਟਨ ਕੰਵਲਜੀਤ ਸਿੰਘ, ਪ੍ਰਨੀਤ ਕੌਰ ਤੋਂ ਚੋਣ ਹਾਰ ਗਏ।20 ਸਾਲ ਬਾਅਦ ਇੱਕ ਵਾਰ ਫਿਰ ਭਾਜਪਾ ਦਾ ਪ੍ਰਧਾਨ ਮੰਤਰੀਹੁਣ 20 ਸਾਲਾਂ ਬਾਅਦ ਇੱਕ ਹੋਰ ਭਾਜਪਾ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਪਟਿਆਲਾ ਵਿਖੇ ਚੋਣ ਰੈਲੀ ਨੂੰ ਸੰਬੋਧਨ ਕਰਨ ਆ ਰਿਹਾ ਹੈ। ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਨਰਿੰਦਰ ਮੋਦੀ ਉਸੇ ਪੋਲੋ ਗਰਾਊਂਡ ਵਾਲੀ ਥਾਂ 'ਤੇ ਬੋਲਣਗੇ, ਜਿੱਥੇ ਵਾਜਪਾਈ ਨੇ ਪਹਿਲਾਂ ਪ੍ਰਚਾਰ ਕੀਤਾ ਸੀ। ਦਿਲਚਸਪ ਗੱਲ ਇਹ ਹੈ ਕਿ ਇਸ ਵਾਰ ਪਾਰਟੀ ਦੀ ਉਮੀਦਵਾਰ ਪ੍ਰਨੀਤ ਕੌਰ ਹੈ, ਜੋ 2004 ਵਿੱਚ ਵਾਜਪਾਈ ਦੀ ਰੈਲੀ ਦੌਰਾਨ ਵਿਰੋਧੀ ਉਮੀਦਵਾਰ ਸੀ।- PTC NEWSJoin Whatsapp Channel",https://www.ptcnews.tv/news-in-punjabi/narendra-modi-became-5th-indian-pm-to-reach-patiala-know-who-visited-before-this-4390988,Punjabi Tribune,Edited by:KRISHAN KUMAR SHARMA
"ਫ਼ਤਿਹ ਨੰਗਲ ਦੇ ਲੋਕਾਂ ਦਾ ਫੈਸਲਾ, ਕਾਂਗਰਸੀ ਉਮੀਦਵਾਰ ਰੰਧਾਵਾ ਦਾ ਨਹੀਂ ਲੱਗਣ ਦੇਵਾਂਗੇ ਬੂਥ, ਨਾ ਹੀ ਪਾਵਾਂਗੇ ਵੋਟਾਂ","Gurdaspur Lok Sabha:ਗੁਰਦਾਸਪੁਰ ਦੇ ਪਿੰਡ ਫਤਿਹ ਨੰਗਲ ਦੇ ਲੋਕਾਂ ਨੇ ਇੱਕ ਵੱਡਾ ਐਲਾਨ ਕੀਤਾ ਹੈ ਅਤੇ ਪਿੰਡ ਵਾਸੀਆਂ ਨੇ ਇਹ ਫੈਸਲਾ ਲਿਆ ਹੈ ਕਿ ਕਾਂਗਰਸ (Congress) ਦੇ ਗੁਰਦਾਸਪੁਰ ਤੋਂ ਉਮੀਦਵਾਰ ਸੁਖਜਿੰਦਰ ਸਿੰਘ ਰੰਧਾਵਾ (Sukhjinder Singh Randhawa) ਨੂੰ ਨਾ ਹੀ ਸਾਡੇ ਪਿੰਡ ਵਿੱਚੋਂ ਕੋਈ ਵੋਟ ਪਾਵੇਗਾ ਅਤੇ ਨਾ ਹੀ ਪਿੰਡ ਫਤਿਹ ਨੰਗਲ ਵਿਖੇ ਸੁਖਜਿੰਦਰ ਰੰਧਾਵਾ ਦਾ ਬੂਥ ਲੱਗਣ ਦਿੱਤਾ ਜਾਵੇਗਾ। ਪਿੰਡ ਵਾਸੀਆਂ ਨੇ ਕਿਹਾ ਕਿ ਸਾਡੇ ਪਿੰਡ ਗੰਦਾ ਪਾਣੀ ਇਕੱਠਾ ਹੋ ਗਿਆ ਸੀ, ਜਿਸ ਨੂੰ ਬੀਡੀਪੀਓ ਧਾਰੀਵਾਲ ਵੱਲੋਂ ਕਢਵਾਉਣ ਲਈ ਟੈਂਕਰ ਲਗਾਏ ਗਏ ਸਨ ਲੇਕਿਨ ਸੁਖਜਿੰਦਰ ਰੰਧਾਵਾ ਵੱਲੋਂ ਚੋਣ ਕਮਿਸ਼ਨ ਨੂੰ ਚਿੱਠੀ ਲਿਖ ਕੇ ਇਹ ਕੰਮ ਬੰਦ ਕਰਵਾਇਆ ਗਿਆ।ਜਾਣਕਾਰੀ ਦਿੰਦੇ ਹੋਏ ਪਿੰਡ ਵਾਸੀਆਂ ਨੇ ਕਿਹਾ ਕਿ ਸਾਡੇ ਘਰਾਂ ਦਾ ਗੰਦਾ ਪਾਣੀ ਰੇਲਵੇ ਲਾਈਨ ਤੋਂ ਹੁੰਦਾ ਹੋਇਆ ਇੱਕ ਛੱਪੜ ਵਿੱਚ ਜਾਂਦਾ ਸੀ। ਉਨ੍ਹਾਂ ਨੇ ਕਿਹਾ ਕਿ ਰੇਲਵੇ ਵਿਭਾਗ ਵੱਲੋਂ ਆਪਣਾ ਕੋਈ ਕੰਮ ਕਰਵਾਇਆ ਜਾ ਰਿਹਾ ਹੈ ਜਿਸ ਕਰਕੇ ਸਾਡਾ ਪਾਣੀ ਰੋਕ ਦਿੱਤਾ ਗਿਆ। ਉਨ੍ਹਾਂ ਨੇ ਕਿਹਾ ਕਿ ਇਸ ਸੰਬੰਧ ਵਿੱਚ ਜਦੋਂ ਇਹ ਸਾਰਾ ਮਾਮਲਾ ਸੀਬੀਡੀਪੀਓ ਧਾਰੀਵਾਲਸੰਤੋਖ ਸਿੰਘਦੇ ਧਿਆਨ ਵਿੱਚ ਲਿਆਂਦਾ ਤਾਂ ਉਨ੍ਹਾਂ ਵੱਲੋਂ ਟੀਮ ਭੇਜੀ ਗਈ ਟੀਮ ਵੱਲੋਂ ਦੇਖਿਆ ਗਿਆ ਅਤੇ ਪਿੰਡ ਵਿੱਚੋਂ ਪਾਣੀ ਕੱਢਣ ਲਈ ਟੈਂਕਰ ਲਗਾਏ ਗਏ। ਉਨ੍ਹਾਂ ਨੇ ਕਿਹਾ ਕਿ ਪਾਣੀ ਦੇ ਨਾਲ ਇੰਨਾ ਜਿਆਦਾ ਬੁਰਾ ਹਾਲ ਹੈ ਕਿ ਪਾਣੀ ਸਾਡੇ ਘਰਾਂ ਵਿੱਚ ਵੜ ਗਿਆ ਹੈ ਘਰਾਂ ਦੀਆਂ ਨੀਹਾਂ ਪੋਲੀਆਂ ਹੋ ਰਹੀਆਂ ਹਨ। ਇਸ ਨਾਲ ਕਈ ਤਰ੍ਹਾਂ ਦੀਆਂ ਬਿਮਾਰੀਆਂ ਫੈਲ ਰਹੀਆਂ ਹਨ ਪਰ ਕਾਂਗਰਸੀ ਉਮੀਦਵਾਰ ਸੁਖਜਿੰਦਰ ਸਿੰਘ ਰੰਧਾਵਾ ਵੱਲੋਂ ਵੀਡੀਓ ਗੁਰਦਾਸਪੁਰ ਦੀ ਸ਼ਿਕਾਇਤ ਕੀਤੀ ਗਈ ਅਤੇ ਕਿਹਾ ਗਿਆ ਕਿ ਚੋਣ ਜਾਬਤਾ ਵਿੱਚ ਪਿੰਡ ਵਿੱਚ ਕੰਮ ਚੱਲ ਰਿਹਾ ਹੈ।ਪਿੰਡ 'ਚ ਮੌਤ ਲਈ ਸੁਖਜਿੰਦਰ ਰੰਧਾਵਾ ਹੋਵੇਗਾ ਜ਼ਿੰਮੇਵਾਰਪਿੰਡ ਵਾਸੀਆਂ ਨੇ ਕਿਹਾ ਕਿ ਇਹ ਕੋਈ ਵੀ ਸ਼ਿਕਾਇਤ ਨਹੀਂ ਬਣਦੀ ਕਿਉਂਕਿ ਕੋਈ ਵੀ ਨੁਮਾਇੰਦਾ ਜਦੋਂ ਬਣਦਾ ਹੈ  ਲੋਕਾਂ ਦੇ ਭਲੇ ਲਈ ਬਣਦਾ ਹੈ ਪਰ ਇਹ ਗਲਤ ਸ਼ਿਕਾਇਤ ਕੀਤੀ ਗਈ ਹੈ। ਉਨ੍ਹਾਂ ਨੇ ਕਿਹਾ ਕਿ ਸੁਖਜਿੰਦਰ ਸਿੰਘ ਰੰਧਾਵਾ ਜੋ ਕਿ ਕਾਂਗਰਸੀ ਉਮੀਦਵਾਰ ਹੈ ਉਸ ਦਾ ਸਾਡੇ ਪਿੰਡ ਵਿੱਚ ਕੋਈ ਬੂਥ ਨਹੀਂ ਲੱਗੇਗਾ, ਨਾ ਹੀ ਉਸਨੂੰ ਵੋਟਾਂ ਪਾਈਆਂ ਜਾਣਗੀਆਂ। ਪਿੰਡ ਵਾਸੀਆਂ ਨੇ ਕਿਹਾ ਜੇਕਰ ਸਾਡੇ ਪਿੰਡ ਵਿੱਚ ਕੋਈ ਬਿਮਾਰੀ ਫੈਲਦੀ ਹੈ ਜਾਂ ਫਿਰ ਕਿਸੇ ਦਾ ਘਰ ਡਿੱਗਦਾ ਹੈ ਜਾਂ ਕਿਸੇ ਦੀ ਮੌਤ ਹੁੰਦੀ ਹੈ ਤੇ ਉਸਦਾ ਜਿੰਮੇਵਾਰ ਸੁਖਜਿੰਦਰ ਸਿੰਘ ਰੰਧਾਵਾ ਹੋਵੇਗਾ। ਅਸੀਂ ਕੋਰਟ ਵਿੱਚ ਵੀ ਜਾ ਕੇ ਇਸ ਦੇ ਖਿਲਾਫ ਐਪਲੀਕੇਸ਼ਨ ਦਵਾਂਗੇ। ਨਾਲ ਹੀ ਉਨ੍ਹਾਂ ਨੇ ਕਿਹਾ ਕਿ ਅੱਜ ਡਿਪਟੀ ਕਮਿਸ਼ਨਰ ਗੁਰਦਾਸਪੁਰ ਨੂੰ ਇੱਕ ਮੰਗ ਪੱਤਰ ਦਿੱਤਾ ਗਿਆ ਹੈ ਤਾਂ ਜੋ ਸਾਡੇ ਪਿੰਡ ਵਿੱਚੋਂ ਪਾਣੀ ਕੱਢਿਆ ਜਾ ਸਕੇ।ਕੰਮ ਕਰਵਾਇਆ ਤਾਂ ਰੰਧਾਵਾ ਨੇ ਕੀਤੀ ਬੀਡੀਓ ਦੀ ਸ਼ਿਕਾਇਤਉਧਰ, ਬੀਡੀਪੀਓ ਧਾਰੀਵਾਲਸੰਤੋਖ ਸਿੰਘਨੇ ਕਿਹਾ ਕਿ ਪਿੰਡ ਦਾ ਹਾਲ ਬਹੁਤ ਬੁਰਾ ਹੈ ਤੇ ਅਸੀਂ ਉਸ ਜਗ੍ਹਾ ਵਿੱਚ ਟੈਂਕਰ ਲਗਾ ਕੇ ਪਿੰਡ ਵਿੱਚੋਂ ਪਾਣੀ ਨੂੰ ਬਾਹਰ ਕੱਢਣ ਲਈ ਕੰਮ ਕਰਨਾ ਸ਼ੁਰੂ ਕੀਤਾ ਸੀ ਪਰ ਚੋਣ ਕਮਿਸ਼ਨ ਨੂੰ ਕਾਂਗਰਸੀ ਉਮੀਦਵਾਰ ਸੁਖਜਿੰਦਰ ਸਿੰਘ ਰੰਧਾਵਾ ਵੱਲੋਂ ਚੋਣ ਜਾਬਤਾ ਵਿੱਚ ਕੰਮ ਕਰਵਾਉਣ ਦੀ ਸ਼ਿਕਾਇਤ ਕੀਤੀ, ਜਿਸ ਕਾਰਨ ਕੰਮ ਬੰਦ ਪਿਆ ਹੈ।- PTC NEWSJoin Whatsapp Channel",https://www.ptcnews.tv/news-in-punjabi/village-fateh-nangal-people-announced-congress-candidate-sukhjinder-randhawa-from-gurdaspur-lok-sabha-constituency-not-vote-4390820,Punjabi Tribune,Edited by:KRISHAN KUMAR SHARMA
